id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at
3098421349,Chem-DrySimcoeCounty,cdsimcoecounty,1797,272,920,86,5,https://t.co/l7eYicLoIA,en,,"25 Hart Drive Barrie, ON",True,False,False,http://pbs.twimg.com/profile_images/578681804237864960/rLXu6LxU_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/578681804237864960/rLXu6LxU_normal.png,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,Carpet and Upholstery Cleaning Service,False,False,2015-03-19 22:14:20
554067867,tammy jones,tammylou01,5715,35,1651,2898,18,,en,,"Centreville town, MD, USA",True,False,False,http://pbs.twimg.com/profile_images/941059742171983873/EuVsPDIG_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/941059742171983873/EuVsPDIG_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"Building Praxis to support high impact, high growth entrepreneurs. Recovering journalist, grantmaker, impact investor.",False,False,2012-04-15 01:54:24
256597786,Don Hyon,quest4C,1191,170,476,10,3,,en,America/Los_Angeles,,True,False,False,http://pbs.twimg.com/profile_images/1252504290/dee1_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1252504290/dee1_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-25200,False,False,False,False,False,,False,False,2011-02-23 17:35:04
103351486,Anthony Saucedo,ParaHunts_,6525,186,146,55,4,http://t.co/IxM4mCFzbb,en,Arizona,California,False,False,False,http://pbs.twimg.com/profile_images/378800000081224623/f0fc9b70ee06cdc2bd7291f363776fc9_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/378800000014500512/ba33506e3b3d31ebaec511dbf0a09176.jpeg,3D1957,https://pbs.twimg.com/profile_images/378800000081224623/f0fc9b70ee06cdc2bd7291f363776fc9_normal.jpeg,FFFFFF,True,7AC3EE,http://pbs.twimg.com/profile_background_images/378800000014500512/ba33506e3b3d31ebaec511dbf0a09176.jpeg,642D8B,FF0000,-25200,False,False,False,False,False,Lead Investigator of ParaHunts,False,False,2010-01-09 19:13:40
199973582,Kathy Staples,kathyscrafts,77757,1474,1554,2,22,http://t.co/gZtuycH1zv,en,,"Spotsylvania, Virginia",True,False,True,http://pbs.twimg.com/profile_images/1393014075/wild_bird_pictures_008_normal.JPG,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1393014075/wild_bird_pictures_008_normal.JPG,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"I make handcrafted Pillows, blankets and more.  I also sell books.  I have hundreds of books to choose from.  Have a request, just let me know.",False,False,2010-10-08 04:22:13
22942001,RCVS Knowledge,RCVSKnowledge,4568,6874,682,625,94,http://t.co/sS4NP2EdMI,en,London,"London, UK",False,False,True,http://pbs.twimg.com/profile_images/860156658609270784/bHa76rza_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/860156658609270784/bHa76rza_normal.jpg,FFFFFF,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,D6EDEC,58113C,0,False,False,False,False,False,Charity partner of @theRCVS. Your hub for EBVM-related news and views from the veterinary world. Tweets from the archives: #vetarchives,False,False,2009-03-05 16:46:29
338914454,Beryl Johannesen,jane199685,1174,18,70,438,2,,zh-tw,Beijing,Taiwan,False,False,False,http://pbs.twimg.com/profile_images/768926908700626946/wK36BQsd_normal.jpg,True,https://pbs.twimg.com/profile_background_images/442555372/tumblr_ls8kq7wTnZ1ql9xe9o3_500.jpg,663B12,https://pbs.twimg.com/profile_images/768926908700626946/wK36BQsd_normal.jpg,C6E2EE,True,DAECF4,http://pbs.twimg.com/profile_background_images/442555372/tumblr_ls8kq7wTnZ1ql9xe9o3_500.jpg,C6E2EE,1F98C7,28800,False,False,False,False,False,"Hi everyone,I am Fang-yu.
I like playing the guitar and drawing.
I would love to make freind with anybody who has stories of himself or herself.",False,False,2011-07-20 08:55:41
139758430,Teak Hollow,teakhollow,6246,712,1677,4177,82,http://t.co/v7FU83UXoW,en,London,Wales,True,False,False,http://pbs.twimg.com/profile_images/1204845165/bananasplit_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1204845165/bananasplit_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,0,False,False,False,False,False,,False,False,2010-05-03 15:56:10
2174620748,Robert Fertman,RobertFertman,477,650,1985,2,9,http://t.co/deFZ464G6j,en,Eastern Time (US & Canada),Philadelphia,True,False,False,http://pbs.twimg.com/profile_images/679627593738502144/WrfvtOPJ_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/679627593738502144/WrfvtOPJ_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,-14400,False,False,False,False,False,"Creating a sustainable world by helping people transform fear and greed into well being and workability where possibility is the status quo
.",False,False,2013-11-04 19:31:21
3264569385,Procopio Farfalameev,lurinuneqofi,1267,26,306,1264,1,,en,,,True,False,False,http://pbs.twimg.com/profile_images/645743878910312449/LM9y0osI_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/645743878910312449/LM9y0osI_normal.png,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,,False,False,2015-05-17 01:26:16
15109265,Gerry Coe,gerrycoe,3814,677,543,755,32,http://t.co/KdNI3pQ8un,en,London,Northern Ireland,False,False,False,http://pbs.twimg.com/profile_images/526859234835959808/o7CNFTKC_normal.jpeg,True,https://pbs.twimg.com/profile_background_images/600102073/zkwo3mbyuvzpxkretlwq.jpeg,3D1957,https://pbs.twimg.com/profile_images/526859234835959808/o7CNFTKC_normal.jpeg,65B0DA,True,7AC3EE,http://pbs.twimg.com/profile_background_images/600102073/zkwo3mbyuvzpxkretlwq.jpeg,642D8B,FF0000,0,False,False,False,False,False,Photographer + Digital Artist + iPhone Photographer + Workshops  on Digital and iPhone photography.,False,False,2008-06-13 17:06:48
